X,Y
731.7928954,991.6009366
585.5726057,829.9883966
276.2180747,565.953921
577.4338361,825.9333981
395.0214216,1886.450293
729.8636686,998.2507053
565.7357051,855.3188204
469.9162766,1875.465886
705.8813283,1003.876159
343.6515255,443.8357785
712.0136652,921.9718648
594.2623179,918.8470969
612.7898132,878.8050491
548.5001383,904.0100362
373.2843989,477.5987336
555.5754177,813.6684581
697.5014583,976.5548125
338.2091569,1883.109193
687.5371434,971.7027121
410.1172454,1859.424278
450.3800537,1865.47074
614.2078602,906.1466205
603.4876011,885.4025814
593.7317073,875.7407441
550.3885593,876.6484293
711.2055491,987.5611106
721.0447103,989.2696134
540.9474925,878.6164931
401.2567397,1892.065192
743.1127712,965.1827371
616.3146489,907.5470745
559.6256015,897.5091346
574.8865567,855.1849134
262.9553049,476.1382099
456.9551128,1881.185449
384.1035485,1878.301666
536.8633152,914.7673235
723.9259638,1034.68078
497.9874275,1870.631176
594.3682126,899.9790996
397.6841278,498.2567684
626.7567784,887.0944909
460.0824662,1885.890599
586.2149595,887.7416834
345.2220724,488.4991661
552.5106495,883.7814038
708.6517545,949.2135359
346.7890148,445.0175513
326.9610541,460.7230064
726.181842,968.1251822
725.8610193,1008.961571
185.6394128,511.2723784
360.9007465,1884.590877
724.2727547,978.4461541
345.9531248,559.2567757
558.8253272,847.4129765
554.24481,862.6017036
369.3371663,1876.615373
347.590263,508.3892457
548.965175,852.7167311
333.1373524,442.8936041
298.8027957,465.0672596
568.8157547,863.5634804
439.7899108,1884.280655
279.0397447,485.6769792
540.5319772,858.0229807
379.1011494,519.5148612
392.4354707,1878.140522
600.5427795,878.9192154
320.5742779,505.8079909
314.6545759,494.9630087
583.6990092,890.8207485
421.3330179,1872.821813
714.8712733,1004.629747
277.7466147,537.9313997
297.7927868,530.6008427
395.7360132,514.8373166
294.945611,468.9534243
386.7801253,473.8241682
732.1513206,1005.813965
598.1227944,932.7458898
311.6152622,502.1264592
564.2120424,902.5904593
620.7995883,871.5788371
719.0333363,994.8112633
421.6754629,471.6151812
293.4757022,540.7047175
697.237104,871.8664033
729.6236394,999.3778013
737.9842619,990.3657288
612.2979502,905.817186
411.9961908,1878.910257
616.6518609,898.3765336
263.1229252,499.3969648
488.574924,1867.312908
322.6478522,498.3329297
566.2904356,892.6832749
713.4934882,1005.876475
708.3462511,1014.309119
308.4644712,456.8926985
397.3855328,1861.026211
335.6005305,504.5029874
528.1942924,893.9194538
476.484875,1882.056295
720.3671506,1039.255471
702.2240349,1019.559232
578.5298277,875.0552325
436.8163225,1857.623828
344.4840294,531.1907077
438.7689188,1876.427655
290.4666129,563.4814349
319.9317064,482.4720246
693.9867581,1056.355796
404.5090808,1888.625346
325.4190984,497.714354
708.6329807,941.2650091
346.1384949,456.158235
288.2758825,518.5115132
522.3194631,860.6323633
371.9209415,1874.442964
587.0490449,900.3941383
556.1122394,872.9645381
712.1953166,1076.688021
333.8979591,1871.952838
406.7320202,452.7289843
556.8093803,876.2990423
698.9864351,1018.327241
720.262098,962.3122243
290.2776725,499.1745792
662.7609444,929.1035946
410.0562692,1873.572977
428.6794426,1863.875174
581.6648255,851.5891376
600.917556,857.3725575
372.7696607,1888.963872
381.5454312,500.249019
724.6036469,985.2368331
574.2213792,897.2865222
529.159833,923.1771843
594.462778,877.6669169
357.5158838,530.5058343
461.4211777,1886.545236
717.6727049,960.8049354
516.9143252,1867.214482
583.3295902,892.2303863
330.1832755,546.7170973
719.4149284,1044.423341
722.557006,1108.266963
709.6065388,1014.388709
357.4900548,492.5901704
739.9004731,1015.523749
295.1838638,496.4425815
404.0303251,1876.140382
724.0630464,982.2116065
585.0783689,921.5650849
345.4235684,468.4949242
535.430867,868.2230707
310.2322378,533.6588599
417.196083,1888.968013
705.2683889,1021.323843
715.8994657,990.78735
572.6109861,920.9868044
499.2743127,1869.120629
710.0451695,998.1677007
319.6468321,505.8976934
314.2240127,542.1290674
621.1064998,850.5097687
340.0255426,497.7150428
403.3922754,1902.77205
624.8739605,883.9814757
507.7081211,1879.943286
562.7790218,861.1890365
717.6176281,1153.516048
721.4506275,1091.279336
574.4605336,876.0883137
417.0681649,1887.074837
733.6427365,917.1462749
572.2822254,934.4584043
402.4719059,1860.045274
694.5163775,978.3685698
604.0862702,905.3580889
718.4131083,984.261029
736.081739,1013.751892
397.6995985,478.8763598
429.08034,1868.701024
707.0903008,998.3727836
710.7450748,996.1346735
596.8628804,901.776685
402.6065472,1886.579391
360.2395524,551.0839569
582.8736566,866.7508906
701.8099961,965.6525422
718.6598735,1005.123627
307.9350867,530.5836389
570.9562098,903.2859397
428.5600721,1887.253922
324.0551974,513.7894753
585.8208091,920.8409502
347.6130237,496.5352374
613.1689289,925.1678484
452.5031032,1872.603156
716.5488032,1026.175615
715.9694812,999.3780669
344.6047663,457.2717578
432.3477468,1877.531076
479.9168314,1867.767063
413.3265759,1885.076633
337.7492527,499.527582
715.359865,983.8870031
280.9769234,509.2677964
727.5199253,987.9192396
590.5457102,873.4490562
313.1767049,1884.121627
576.2574829,858.0818226
536.2957343,890.1667777
541.6586841,877.4604656
574.7857905,824.2910045
367.515884,477.2879336
388.1325833,1883.17948
309.7448179,523.8714192
405.3560866,1879.753594
415.8310811,1879.627167
305.140114,568.998632
316.5235579,521.3675372
713.6850541,997.4194417
702.7600289,1035.934639
306.1246104,493.809508
419.4738508,1886.287067
365.2649366,483.9545628
498.4383456,1877.071549
569.0751002,917.8956584
426.5851013,1879.161698
699.7033053,1027.122239
523.5475219,1887.009147
299.504316,505.8759509
717.0697652,948.5442367
356.4739544,1896.325065
349.9130457,1880.300353
408.1241585,1875.258728
596.7382175,881.6240064
379.5018811,519.6479697
297.7019301,490.9634098
339.3672454,479.2733887
451.2040316,1877.479821
360.8233105,504.1723501
623.1341893,905.9139496
704.3430076,1050.83828
578.4915467,865.0737899
284.9559702,469.9830164
477.1342021,1871.173218
721.985721,1000.718872
599.957407,875.2668219
336.7802383,498.6580455
348.831748,485.7536751
598.4860107,894.9220477
282.5262361,466.4603909
356.7888316,526.8878437
625.8716573,881.1798644
323.6009747,1892.745295
698.6264491,1045.56307
613.2914549,905.8355815
423.7116323,1871.621296
381.7707796,511.7526692
370.4033693,1902.240241
416.9820389,1883.061878
717.6492407,998.1540237
564.7756052,843.7110394
725.6590724,1053.317204
379.6218548,476.7514406
371.893237,489.578719
357.3679607,511.786975
719.1292203,993.0069236
600.2698729,879.8474958
372.714478,1884.743784
690.1786238,994.275254
731.4915366,1057.318616
726.0273123,978.0430552
310.3738706,505.7021676
721.4983195,965.6584036
335.7178171,502.918882
607.7644459,861.2244151
412.133148,1884.452036
592.2736334,881.574588
707.5217186,1017.837115
618.4871011,862.5767309
705.8759789,960.010503
444.440158,1884.206882
310.2165845,541.0751411
364.7969475,542.4364358
350.0740172,1877.344136
717.6917625,998.0146333
350.695474,512.347558
354.6278177,547.0075005
621.7255083,816.4934244
726.2220113,999.9258493
332.3753586,470.6330179
582.5018708,888.3332638
708.9137933,1037.704435
559.5392629,851.5421549
701.9577074,1003.947499
707.1876477,982.9981833
338.244094,481.9159918
398.8720394,1879.68169
574.1387107,904.320566
346.2448922,489.3297536
749.7851819,959.3402169
319.4561706,546.8022808
413.9056647,1870.612646
288.5578706,489.3502605
322.225466,514.2642353
406.100878,1897.731268
580.4609997,911.4210226
590.7880256,866.5848624
709.6578625,974.5082856
550.2851059,899.4099787
473.3962281,1886.64886
577.4090982,911.4613398
718.449708,1054.137849
451.6807372,1887.129215
404.6099395,476.6637735
745.359191,945.8441785
287.0232291,527.1603373
724.5722237,998.5894517
557.0916848,924.7894619
566.6018897,847.9035066
366.8930315,517.7838548
369.6099416,479.5797704
746.7050765,1049.178492
342.7711461,484.0210467
717.0957568,1004.824915
296.5940136,511.5400618
699.4204364,1070.880071
698.2990177,1003.266152
390.4157224,507.3055844
710.202266,977.86372
598.9406305,872.2369507
384.1044125,1871.382181
709.1942571,973.8217183
618.6122289,835.293719
561.4963399,826.0801401
717.7553502,1042.359864
397.8444223,1889.489275
361.7874767,558.3957193
314.5092494,449.2427829
474.9271456,1882.306834
449.6788217,1860.592285
604.757844,907.7307372
447.2678321,1858.077461
735.2007921,1076.476902
560.1815986,893.4398458
723.3278263,1018.671486
722.0882152,942.4316495
750.2011858,1017.611117
739.9738456,984.7788488
423.5138597,1865.7384
345.8320126,450.3295644
452.0862686,1862.111555
711.2007087,995.7370048
711.6099432,947.0574315
593.344355,888.6905685
530.2620012,874.9002901
308.2562547,483.5857477
344.558926,1875.523387
361.6521096,538.3741526
499.9812131,1875.744537
728.4035568,984.7436744
566.9805151,861.968608
583.2791789,881.9375075
699.8816281,999.948373
442.9602089,1868.856942
565.6755647,883.1478781
362.1375868,511.2892884
481.8403284,1874.954574
498.9361364,1888.062452
602.5656386,916.5601286
594.4022052,857.106793
571.5084712,871.7650891
558.6478458,880.2563433
731.7738873,989.5402919
733.1279944,992.8926849
577.3964895,920.7488668
584.2128745,917.3758632
332.3916892,516.0366149
715.9518103,1018.720851
299.8710312,454.3639488
545.0716452,896.9466604
336.5912989,497.6065013
328.0093359,486.0737553
597.4742477,884.5879573
549.9525391,877.5909274
333.5336617,480.9290913
582.6235834,848.1643172
535.1880651,883.2692802
375.1352759,442.5713498
716.1223788,1017.109335
729.1513418,1046.790649
299.6892241,537.6870438
444.8025586,1879.149358
303.5678635,525.8763349
715.7480395,1032.221677
611.76014,870.9004205
419.8220608,1861.508376
407.8939875,1869.511329
